,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide Claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Notify by Phone=0,Notify by Phone=1,Notify by Post=0,Notify by Post=1,Notify by e-mail=0,Notify by e-mail=1,Prepare Notification Content=1,Receive Questionnaire Response=0,Receive Questionnaire Response=1,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=0,Skip Questionnaire=1,_Prediction=-
0,0.0,-0.08990986074935674,0.0,0.0,0.0,-0.09595216919024159,0.0,-0.09373353624231376,0.0,0.0,-0.09267693997185837,0.0,-0.10109633801744396,-0.052646671432615096,0.0,-0.09748790614780996,0.0,-0.021856929440480358,0.0,0.0,0.25397117400541946,0.0,0.0,-0.048796136020460824,0.0,-0.09356691720393019,0.0,-0.03273043179386186,0.0,0.0,0.0,0.2617162524277208,0
1,0.0,0.0,0.1015835902285749,0.0,0.0,0.0,0.11518164158712836,0.0,0.1041759635592172,0.09590303168916842,0.0,0.09867638181958886,0.0,-0.043794228480949896,0.0,0.0,0.0982238484513906,-0.016602605773382996,0.0,0.0,0.0,-0.25176865404093335,0.0,-0.04093779918678852,0.0,0.0,0.1041711529575872,-0.03003304063028137,0.0,0.0,-0.25965856415248395,0.0,0
2,0.0,0.0,0.0990908542052709,0.0,0.0,0.0,0.10413876236514683,0.0,0.08766085868040754,0.09629866925177599,0.0,0.09217842334539321,0.0,0.0,0.04689969798588284,0.0,0.1001354793812319,0.0,0.02219993521648038,0.0,0.2616059361977865,0.0,0.0,0.0,0.04475439229051727,0.0,0.10212970764740367,0.0,0.021347987259564778,0.0,0.0,0.24138450570407152,0
3,0.0,0.0,0.09596262468064823,0.0,0.0,0.0,0.09497840919495826,0.0,0.0944286634471618,0.09899538769133852,0.0,0.10069028778266934,0.0,0.0,0.03378715287211038,0.0,0.0948187658298915,-0.033952946704392875,0.0,0.0,0.2629091056439863,0.0,0.0,0.0,0.05031095889335864,0.0,0.0934881914251031,-0.023811484260190727,0.0,0.0,0.0,0.23793860243568477,0
4,0.0,-0.09647521350544866,0.0,0.0,0.0,-0.09501254850981464,0.0,-0.09172284944053678,0.0,0.0,-0.08528411067574715,0.0,-0.10240317220809968,0.0,0.04752939830748365,-0.09870698548406118,0.0,-0.0334826938046997,0.0,0.0,0.2504212534218142,0.0,0.0,0.0,0.05058769788024163,-0.09139633235271034,0.0,-0.030134448352669596,0.0,0.0,0.0,0.24679952986422718,0
5,0.0,0.10326277663818868,0.0,0.0,0.0,0.08650125732152027,0.0,0.09553358321404062,0.0,0.0,0.09033727186076962,0.0,0.09353027017732256,0.0,-0.04451850204020401,0.09822709750353154,0.0,0.03171631179718776,0.0,0.0,0.0,0.26450392012330065,0.0,0.0,-0.040715879554933845,0.09519129425930473,0.0,0.027255515375827457,0.0,0.0,0.25083881826397264,0.0,1
6,0.0,0.09179768314676459,0.0,0.0,0.0,0.10203828277515445,0.0,0.09318500947070651,0.0,0.0,0.1005783784283126,0.0,0.09449633085863773,0.04294509941930229,0.0,0.09595473324070104,0.0,0.0,-0.030521456625605126,0.0,0.0,0.2667153263557455,0.0,0.03767220661719089,0.0,0.08576174832562077,0.0,0.0,-0.019918675400551533,0.0,0.255679236555966,0.0,1
7,0.0,0.08992893918637188,0.0,0.0,0.0,0.09685745321154915,0.0,0.0938477424113933,0.0,0.0,0.10332019218238747,0.0,0.09314253389160501,0.04640674930883066,0.0,0.10167040935315651,0.0,0.028655126086353785,0.0,0.0,0.0,0.27046261779942854,0.0,0.04598816263586794,0.0,0.09576554648031206,0.0,0.025100040147671504,0.0,0.0,0.25846678866123823,0.0,1
8,0.0,-0.08544914454380532,0.0,0.0,0.0,-0.08096466382084244,0.0,-0.08950495038267689,0.0,0.0,-0.1011399583946305,0.0,-0.10564469227839242,0.0,0.04883316238303253,-0.08955734445182471,0.0,0.0,0.037181992812618546,0.0,0.260668060980045,0.0,0.0,0.0,0.04578870179500983,-0.0971015495249818,0.0,0.0,0.025423272606579377,0.0,0.0,0.2672323356405228,0
9,0.0,0.0,0.1045964768430599,0.0,0.0,0.0,0.09495673967295797,0.0,0.10974041886390241,0.09827304910409333,0.0,0.10356068372261566,0.0,-0.049447437560448886,0.0,0.0,0.10380736027037733,0.0,0.025724375724261096,0.0,0.2513511112641888,0.0,0.0,-0.03970559800166922,0.0,0.0,0.0980279472384989,0.0,0.021596430097472984,0.0,0.0,0.24202890978092712,0
