,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide Claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Notify by Phone=0,Notify by Phone=1,Notify by Post=0,Notify by Post=1,Notify by e-mail=0,Notify by e-mail=1,Prepare Notification Content=1,Receive Questionnaire Response=0,Receive Questionnaire Response=1,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=0,Skip Questionnaire=1,pr=t
0,0.0,0.0,-0.12212274300302514,0.0,0.0,0.0,-0.12549202521501998,0.0,-0.13971322266528696,-0.14358389005781563,0.0,-0.12582171515178045,0.0,0.0,0.19882490995173474,0.0,-0.14385312901406455,0.0,0.008255961787260962,0.0,0.0,0.26754899895040946,0.0,0.0,0.19119541198002812,0.0,-0.14360031048095875,0.0,0.0061642093147896955,0.0,0.3440909489348866,0.0,1
1,0.0,0.11723653277467067,0.0,0.0,0.0,0.13463918850035156,0.0,0.1129634370210095,0.0,0.0,0.11813805014850827,0.0,0.12635588495023,0.0,0.1859075921180483,0.13047236634638373,0.0,0.0,-0.007122198404843194,0.0,0.0,0.27532278830069806,0.0,0.0,0.19983940504250186,0.1214893565800829,0.0,0.0,-0.016396150213888926,0.0,0.37708582854740474,0.0,1
2,0.0,-0.11553764551493362,0.0,0.0,0.0,-0.1364823070255555,0.0,-0.11500739132139748,0.0,0.0,-0.13285459792029566,0.0,-0.140720453664927,0.0,-0.17021012036772964,-0.12452141414346826,0.0,0.006340609377719085,0.0,0.0,0.2930952840688959,0.0,0.0,0.0,-0.17483965407165797,-0.12723170473253498,0.0,-0.00462509482500301,0.0,0.0,0.0,0.36822041751212653,0
3,0.0,0.1523064732758657,0.0,0.0,0.0,0.13206563342652128,0.0,0.14035262107977153,0.0,0.0,0.1342577582648954,0.0,0.13099233654003706,-0.176136539526453,0.0,0.13666311009857232,0.0,0.0,-0.007480942601297127,0.0,0.0,0.28970234302431036,0.0,-0.1777887941300067,0.0,0.13200829124483263,0.0,0.0,-0.004505081879834441,0.0,0.3547341416599188,0.0,1
4,0.0,-0.111882233678572,0.0,0.0,0.0,-0.12321743179206833,0.0,-0.1184879481364765,0.0,0.0,-0.12335778514416872,0.0,-0.12311402284219208,0.0,-0.17773548212853213,-0.13053424060564287,0.0,-0.011109217399176212,0.0,0.0,0.3040619535168487,0.0,0.0,0.0,-0.19079852294426036,-0.13115422890686868,0.0,-0.017606352325862964,0.0,0.0,0.0,0.36473726149414043,0
5,0.0,0.0,0.12093625588043515,0.0,0.0,0.0,0.11705140426978562,0.0,0.12578481978410563,0.11852955094602469,0.0,0.12680770679420325,0.0,0.0,-0.20157084776191905,0.0,0.12473820167177607,-0.012836438986691928,0.0,0.0,0.2701969967145176,0.0,0.0,0.0,-0.1861604138745261,0.0,0.13102512846759773,0.014888078764442857,0.0,0.0,0.0,0.3516213302677386,0
6,0.0,-0.12699910484173305,0.0,0.0,0.0,-0.13037400527927684,0.0,-0.1309715542044346,0.0,0.0,-0.11599880282967502,0.0,-0.12453663377555507,0.0,-0.18021050670251698,-0.12550793769512097,0.0,-0.002723507025737597,0.0,0.0,0.29351679834820965,0.0,0.0,0.0,-0.1792459138800723,-0.13699751699436502,0.0,-0.007002063369982867,0.0,0.0,0.0,0.3841755091056702,0
7,0.0,0.0,-0.1236455253450074,0.0,0.0,0.0,-0.12488519387828018,0.0,-0.13728271827592461,-0.12209401379898221,0.0,-0.1448876350369413,0.0,0.0,0.1963260305273369,0.0,-0.14532957926061177,-0.00531694270387677,0.0,0.0,0.0,0.2650697200918768,0.0,0.0,0.19048352985406683,0.0,-0.15612816890757736,0.003503523873019202,0.0,0.0,0.34618661484587304,0.0,1
8,0.0,0.13455382564735022,0.0,0.0,0.0,0.1338161370596035,0.0,0.1437726012675973,0.0,0.0,0.12921958939118622,0.0,0.13829933253742566,-0.18031772628551893,0.0,0.14094034769184977,0.0,0.0,0.009767900603417643,0.0,0.0,0.2841704310137658,0.0,-0.1879092341357391,0.0,0.12951652707589983,0.0,0.0,0.0061023783177760645,0.0,0.36257232530046585,0.0,1
9,0.0,-0.1322941846358513,0.0,0.0,0.0,-0.13614807458467215,0.0,-0.13303389212285574,0.0,0.0,-0.1151631707797214,0.0,-0.12375718341228621,0.17737143918908188,0.0,-0.13661404997602958,0.0,0.0,-0.002211246892954195,0.0,0.2965868545946707,0.0,0.0,0.16716538903910488,0.0,-0.14765733938145248,0.0,0.0,-0.0035553286112684664,0.0,0.0,0.3506496302903973,0
