,Low Medical History <= 0.00,0.00 < High Insurance Check <= 1.00,0.00 < Contact Hospital <= 1.00,0.00 < Send Notification by Post <= 1.00,0.00 < High Medical History <= 1.00,Low Insurance Check <= 0.00,0.00 < Send Notification by Phone <= 1.00,0.00 < Send Notification by e-mail <= 1.00,Receive Questionnaire Response <= 0.00,0.00 < Skip Questionnaire <= 1.00,Create Questionnaire <= 1.00,Decide claim <= 1.00,Register <= 1.00,Archive <= 1.00,Prepare Notification Content <= 1.00,Send Questionnaire <= 1.00,Send Notification by e-mail <= 0.00,0.00 < Receive Questionnaire Response <= 1.00,Skip Questionnaire <= 0.00,0.00 < Low Medical History <= 1.00,High Insurance Check <= 0.00,Contact Hospital <= 0.00,Send Notification by Post <= 0.00,High Medical History <= 0.00,0.00 < Low Insurance Check <= 1.00,Send Notification by Phone <= 0.00,prediction
0,0.10257248469409816,0.09834543790941974,0.09762026099123201,0.09370966982074166,0.0905919391441166,0.05701238950214734,0.013526448007725731,-0.009523883344356644,0.0018214908120741855,0.001815955103479332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.10309036261934235,0.09825703691590876,0.09762918065850738,0.09343551321208164,0.09062294176624416,0.05753980976180635,0.015136373087683938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009626909059807114,-0.002046564159100324,-0.0017707582425622633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,-0.016336234304368858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009828978782772382,0.0027917265526987787,0.00153153005478237,0.10255046923722652,0.0983449017893622,0.09807284692764467,0.09321631119889906,0.09057104692604188,0.058066819984309195,0.0,1
3,0.10320896301775238,0.09870702018802022,0.09806344022399849,0.09447412410975739,0.09037476108430689,0.05808146079054207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008630463704529055,-0.003019301916133695,-0.002400352829459578,0.0,0.0,0.0,0.0,0.0,0.0,-0.015097368626026585,0
4,0.0,0.0,0.0,0.0,0.0,0.0,-0.01445092867775611,0.010159628086897734,-0.002556796349910956,-0.0013236082880473633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10280476861624603,0.09840101128876995,0.09761991928014466,0.09305587342424045,0.09139564370136062,0.05713270045517823,0.0,1
5,0.0,0.0,0.0,0.0,0.0,0.0,-0.01512155518244086,0.010322111010906538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023714217887956,0.002473985580893364,0.1026465007946347,0.0978650347890301,0.09820780290621552,0.09322069221882613,0.09029431728008873,0.05775646600361617,0.0,1
6,0.1026425928413454,0.09802402791976282,0.0981742514120326,0.0934793911549524,0.09052361960822879,0.05678200960783281,0.0,0.0,0.0026130008954947928,0.002389408702789873,0.0,0.0,0.0,0.0,0.0,0.0,0.008701055911897335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014307218571780004,0
7,0.0,0.0,0.0,0.0,0.0,0.0,-0.014032122479373205,0.009789299181799839,-0.0026311029059945994,-0.0024200674429023517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10309597827539244,0.09766370918955314,0.09751341457267526,0.09287720061205645,0.09117684930008033,0.05754225082416371,0.0,1
8,0.10321951861642864,0.0981312218403543,0.09797365132500231,0.09321672202130957,0.09117881064565031,0.05676485737849439,0.014193944682308602,-0.00953984918343382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018956953981324124,-0.0012275512909364066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.10289694034469381,0.09843112771096665,0.09685547400852051,0.09423513879549292,0.09093246784102667,0.057200998511012055,0.013656897748253218,-0.008973664876011388,0.0021551008367325752,0.0022626612910453506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
